start;end;shorthand;extended;majmin;majmin_inv
36.74;37.6;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
37.6;38.48;"G:(3,5,b7,b9)/B";"G:(3,5,b7,b9)/B";"G:maj";"G:maj/B"
38.48;39.38;"C:min";"C:(b3,5)";"C:min";"C:min"
39.38;40.26;"C:(3,5,b7,b9)/E";"C:(3,5,b7,b9)/E";"C:maj";"C:maj/E"
40.26;41.34;"F:min";"F:(b3,5)";"F:min";"F:min"
41.34;43.8;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
43.8;44.1;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
44.1;44.54;"C:min";"C:(b3,5)";"C:min";"C:min"
44.54;49.18;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
49.18;50.08;"G:min";"G:(b3,5)";"G:min";"G:min"
50.08;51.76;"D:maj";"D:(3,5)";"D:maj";"D:maj"
51.76;55.48;"G:min";"G:(b3,5)";"G:min";"G:min"
55.48;55.78;"A:7/C#";"A:(3,5,b7)/C#";"A:maj";"A:maj/C#"
55.78;59.64;"D:maj";"D:(3,5)";"D:maj";"D:maj"
59.64;61.44;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
61.44;62.34;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
62.34;63.3;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
63.3;64.2;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
64.2;65.2;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
65.2;66.02;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
66.02;66.92;"C:maj";"C:(3,5)";"C:maj";"C:maj"
66.92;67.52;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
67.52;67.74;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
67.74;68.16;"G:maj";"G:(3,5)";"G:maj";"G:maj"
68.16;70.3;"G:min";"G:(b3,5)";"G:min";"G:min"
70.3;73.9;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
73.9;74.78;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
74.78;77.06;"A:(3,b5,b7)/C#";"A:(3,b5,b7)/C#";"A:maj";"A:maj/C#"
77.06;80.88;"D:maj";"D:(3,5)";"D:maj";"D:maj"
80.88;82.72;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
82.72;83.62;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
83.62;84.6;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
84.6;85.66;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
85.66;86.58;"G:(3,b5,b7,b9)/C#";"G:(3,b5,b7,b9)/C#";"G:maj";"G:maj/C#"
86.58;87.48;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
87.48;88.56;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
88.56;89.46;"F:min";"F:(b3,5)";"F:min";"F:min"
89.46;90.34;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
90.34;91.24;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
91.24;92.14;"C:maj";"C:(3,5)";"C:maj";"C:maj"
92.14;93.04;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
93.04;93.7;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
93.7;95.14;"G:maj";"G:(3,5)";"G:maj";"G:maj"
95.14;104;"G:min";"G:(b3,5)";"G:min";"G:min"
