start;end;shorthand;extended;majmin;majmin_inv
48.2;48.5;"A:7/C#";"A:(3,5,b7)/C#";"A:maj";"A:maj/C#"
48.5;51.54;"D:maj";"D:(3,5)";"D:maj";"D:maj"
51.54;53.16;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
53.16;54.06;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
54.06;54.88;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
54.88;55.78;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
55.78;56.72;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
56.72;57.46;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
57.46;58.32;"C:maj";"C:(3,5)";"C:maj";"C:maj"
58.32;58.94;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
58.94;59.24;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
59.24;59.68;"G:maj";"G:(3,5)";"G:maj";"G:maj"
59.68;61.68;"G:min";"G:(b3,5)";"G:min";"G:min"
61.68;65.1;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
65.1;68.76;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
68.76;69.66;"A:(3,b5,b7)/C#";"A:(3,b5,b7)/C#";"A:maj";"A:maj/C#"
69.66;72.98;"D:maj";"D:(3,5)";"D:maj";"D:maj"
72.98;74.64;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
74.64;75.54;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
75.54;76.36;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
76.36;77.34;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
77.34;78.24;"G:(3,b5,b7,b9)/C#";"G:(3,b5,b7,b9)/C#";"G:maj";"G:maj/C#"
78.24;79.14;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
79.14;80.06;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
80.06;81.06;"F:min";"F:(b3,5)";"F:min";"F:min"
81.06;81.9;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
81.9;82.82;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
82.82;83.72;"C:maj";"C:(3,5)";"C:maj";"C:maj"
83.72;84.62;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
84.62;85.22;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
85.22;86.8;"G:maj";"G:(3,5)";"G:maj";"G:maj"
86.8;94.4;"G:min";"G:(b3,5)";"G:min";"G:min"
