start;end;shorthand;extended;majmin;majmin_inv
127.32;129.54;"E:min";"E:(b3,5)";"E:min";"E:min"
129.54;131;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
131;131.9;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
131.9;134.18;"G:maj";"G:(3,5)";"G:maj";"G:maj"
134.18;136.24;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
136.24;138.36;"G:maj";"G:(3,5)";"G:maj";"G:maj"
138.36;139.8;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
139.8;140.48;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
140.48;142.8;"G:maj";"G:(3,5)";"G:maj";"G:maj"
142.8;144.08;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
144.08;145.04;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
145.04;148.68;"G:maj";"G:(3,5)";"G:maj";"G:maj"
148.68;149.56;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
149.56;149.78;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
149.78;150.16;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
150.16;150.46;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
150.46;151.22;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
151.22;151.78;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
151.78;152.48;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
152.48;153.08;"C:min";"C:(b3,5)";"C:min";"C:min"
153.08;153.38;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
153.38;153.92;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
153.92;154.68;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
154.68;155.54;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
155.54;156.14;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
156.14;156.3;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
156.3;156.6;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
156.6;156.82;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
156.82;157.66;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
157.66;158.56;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
158.56;159;"G:min";"G:(b3,5)";"G:min";"G:min"
159;159.3;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
159.3;160.18;"G:min";"G:(b3,5)";"G:min";"G:min"
160.18;161.86;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
161.86;162.46;"G:min";"G:(b3,5)";"G:min";"G:min"
162.46;162.76;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
162.76;163.44;"G:min";"G:(b3,5)";"G:min";"G:min"
163.44;165.36;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
165.36;169.82;"G:min";"G:(b3,5)";"G:min";"G:min"
169.82;175.34;"G:maj";"G:(3,5)";"G:maj";"G:maj"
175.34;176.46;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
176.46;178.46;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
178.46;179.46;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
179.46;181.32;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
181.32;181.84;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
181.84;182.64;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
182.64;185.18;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
185.18;186.18;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
186.18;189.38;"G:maj";"G:(3,5)";"G:maj";"G:maj"
189.38;192.62;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
192.62;195.74;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
195.74;199.52;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
199.52;203.02;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
203.02;206.44;"C:min";"C:(b3,5)";"C:min";"C:min"
206.44;210.02;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
210.02;214.36;"C:min";"C:(b3,5)";"C:min";"C:min"
214.36;218.48;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
218.48;222.64;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
222.64;224.26;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
224.26;243.36;"G:min";"G:(b3,5)";"G:min";"G:min"
