start;end;shorthand;extended;majmin;majmin_inv
49.56;50.66;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
50.66;51.2;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
51.2;53.54;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
53.54;55.88;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
55.88;58.42;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
58.42;60.78;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
60.78;62.36;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
62.36;62.9;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
62.9;64;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
64;64.98;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
64.98;67.2;"C:min";"C:(b3,5)";"C:min";"C:min"
67.2;69.54;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
69.54;71.4;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
71.4;71.94;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
71.94;73;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
73;74.02;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
74.02;77.84;"C:min";"C:(b3,5)";"C:min";"C:min"
77.84;78.4;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
78.4;82.48;"C:min";"C:(b3,5)";"C:min";"C:min"
82.48;83.1;"F:min";"F:(b3,5)";"F:min";"F:min"
83.1;84.22;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
84.22;85.32;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
85.32;86.42;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
86.42;87.58;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
87.58;89.88;"C:min";"C:(b3,5)";"C:min";"C:min"
89.88;92.04;"C:min";"C:(b3,5)";"C:min";"C:min"
92.04;94.16;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
94.16;95.26;"C:min";"C:(b3,5)";"C:min";"C:min"
95.26;95.86;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
95.86;96.4;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
96.4;98.62;"C:min";"C:(b3,5)";"C:min";"C:min"
98.62;100.66;"C:min";"C:(b3,5)";"C:min";"C:min"
100.66;102.9;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
102.9;104;"C:min";"C:(b3,5)";"C:min";"C:min"
104;104.54;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
104.54;105.1;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
105.1;106.2;"C:min";"C:(b3,5)";"C:min";"C:min"
106.2;106.74;"A#/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
106.74;107.34;"A#:7";"A#:(3,b7)";"A#:maj";"A#:maj"
107.34;108.44;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
108.44;109;"C:min";"C:(b3,5)";"C:min";"C:min"
109;109.68;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
109.68;111.24;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
111.24;111.78;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
111.78;112.26;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
112.26;112.8;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
112.8;113.9;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
113.9;115;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
115;115.54;"D:dim7/D#";"D:(b3,b5,bb7)/D#";"D:min";"D:min/D#"
115.54;116.1;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
116.1;117.16;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
117.16;117.7;"F:min";"F:(b3,5)";"F:min";"F:min"
117.7;118.26;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
118.26;119.82;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
119.82;120.36;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
120.36;121.04;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
121.04;122.14;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
122.14;122.68;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
122.68;124.9;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
124.9;127.24;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
127.24;129.62;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
129.62;131.92;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
131.92;133.54;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
133.54;134.08;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
134.08;135.18;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
135.18;136.24;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
136.24;138.4;"C:min";"C:(b3,5)";"C:min";"C:min"
138.4;140.6;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
140.6;142.28;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
142.28;142.84;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
142.84;143.94;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
143.94;145.06;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
145.06;148.9;"C:min";"C:(b3,5)";"C:min";"C:min"
148.9;149.44;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
149.44;153.28;"C:min";"C:(b3,5)";"C:min";"C:min"
153.28;153.84;"F:min";"F:(b3,5)";"F:min";"F:min"
153.84;154.9;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
154.9;155.96;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
155.96;157.06;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
157.06;158.16;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
158.16;160.2;"C:min";"C:(b3,5)";"C:min";"C:min"
160.2;162.36;"C:min";"C:(b3,5)";"C:min";"C:min"
162.36;164.5;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
164.5;165.04;"C:min";"C:(b3,5)";"C:min";"C:min"
165.04;165.4;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
165.4;165.94;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
165.94;166.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
166.5;168.54;"C:min";"C:(b3,5)";"C:min";"C:min"
168.54;170.64;"C:min";"C:(b3,5)";"C:min";"C:min"
170.64;172.74;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
172.74;173.28;"C:min";"C:(b3,5)";"C:min";"C:min"
173.28;173.82;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
173.82;174.36;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
174.36;174.9;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
174.9;176;"C:min";"C:(b3,5)";"C:min";"C:min"
176;176.58;"A#/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
176.58;177.24;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
177.24;178.34;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
178.34;178.86;"C:min";"C:(b3,5)";"C:min";"C:min"
178.86;179.28;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
179.28;181.1;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
181.1;181.66;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
181.66;182.22;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
182.22;183.3;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
183.3;183.84;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
183.84;184.8;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
184.8;185.34;"D:dim7/D#";"D:(b3,b5,bb7)/D#";"D:min";"D:min/D#"
185.34;185.86;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
185.86;186.96;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
186.96;187.5;"F:min";"F:(b3,5)";"F:min";"F:min"
187.5;188.12;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
188.12;189.62;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
189.62;190.14;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
190.14;190.68;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
191.22;191.86;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
191.86;192.48;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
192.48;194.62;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
194.62;197.02;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
197.02;199.28;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
199.28;201.58;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
201.58;203.22;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
203.22;203.68;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
203.68;204.7;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
204.7;205.74;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
205.74;207.98;"C:min";"C:(b3,5)";"C:min";"C:min"
207.98;210.2;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
210.2;211.72;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
211.72;212.28;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
212.28;213.38;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
213.38;214.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
214.5;218.36;"C:min";"C:(b3,5)";"C:min";"C:min"
218.36;218.98;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
218.98;220.76;"C:min";"C:(b3,5)";"C:min";"C:min"
220.76;221.3;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
221.3;222.94;"C:min";"C:(b3,5)";"C:min";"C:min"
222.94;223.52;"F:min";"F:(b3,5)";"F:min";"F:min"
223.52;224.62;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
224.62;225.7;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
225.7;226.84;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
226.84;228.2;"G";"G:(3,5)";"G:maj";"G:maj"
228.2;230.9;"C";"C:(3,5)";"C:maj";"C:maj"
230.9;233.02;"C";"C:(3,5)";"C:maj";"C:maj"
233.02;235.32;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
235.32;236.4;"C";"C:(3,5)";"C:maj";"C:maj"
236.4;237;"C/G";"C:(3,5)/G";"C:maj";"C:maj/G"
237;237.58;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
237.58;239.98;"C";"C:(3,5)";"C:maj";"C:maj"
239.98;242.1;"C";"C:(3,5)";"C:maj";"C:maj"
242.1;244.42;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
244.42;245.02;"C";"C:(3,5)";"C:maj";"C:maj"
245.02;245.56;"C/G";"C:(3,5)/G";"C:maj";"C:maj/G"
245.56;246.68;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
246.68;247.78;"C";"C:(3,5)";"C:maj";"C:maj"
247.78;248.38;"D:min7";"D:(b3,5,b7)";"D:min";"D:min"
248.38;248.92;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
248.92;250.04;"F";"F:(3,5)";"F:maj";"F:maj"
250.04;250.62;"D:min";"D:(b3,5)";"D:min";"D:min"
250.62;251.18;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
251.18;252.8;"C";"C:(3,5)";"C:maj";"C:maj"
252.8;253.34;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
253.34;253.9;"C:7/G";"C:(3,5,b7)/G";"C:maj";"C:maj/G"
253.9;254.46;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
254.46;255.66;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
255.66;256.76;"F";"F:(3,5)";"F:maj";"F:maj"
256.76;257.32;"D:min7";"D:(b3,5,b7)";"D:min";"D:min"
257.32;257.96;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
257.96;259.06;"C";"C:(3,5)";"C:maj";"C:maj"
259.06;259.5;"A:min";"A:(b3,5)";"A:min";"A:min"
259.5;260.04;"D:7/A";"D:(3,5,b7)/A";"D:maj";"D:maj/A"
260.04;261.66;"G";"G:(3,5)";"G:maj";"G:maj"
261.66;262.32;"C/E";"C:(3,5)/E";"C:maj";"C:maj/E"
262.32;263.16;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
263.16;263.7;"C/E";"C:(3,5)/E";"C:maj";"C:maj/E"
263.7;264.8;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
264.8;267.32;"C";"C:(3,5)";"C:maj";"C:maj"
267.32;269.68;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
269.68;272.04;"C";"C:(3,5)";"C:maj";"C:maj"
272.04;274.28;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
274.28;275.92;"C";"C:(3,5)";"C:maj";"C:maj"
275.92;277.92;"C/G";"C:(3,5)/G";"C:maj";"C:maj/G"
277.92;279;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
279;281.28;"C";"C:(3,5)";"C:maj";"C:maj"
281.28;283.68;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
283.68;285.58;"C";"C:(3,5)";"C:maj";"C:maj"
285.58;287.56;"C/G";"C:(3,5)/G";"C:maj";"C:maj/G"
287.56;288.66;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
288.66;290.86;"C";"C:(3,5)";"C:maj";"C:maj"
290.86;293.24;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
293.24;294.38;"G";"G:(3,5)";"G:maj";"G:maj"
294.38;295.12;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
295.12;296.3;"C:min";"C:(b3,5)";"C:min";"C:min"
296.3;297.52;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
297.52;298.68;"F:min";"F:(b3,5)";"F:min";"F:min"
298.68;300.3;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
300.3;301.38;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
301.38;304.88;"C:min";"C:(b3,5)";"C:min";"C:min"
304.88;306.08;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
306.08;313.92;"C:min";"C:(b3,5)";"C:min";"C:min"
