start;end;shorthand;extended;majmin;majmin_inv
67.86;68.8;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
68.8;71.22;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
71.22;72.52;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
72.52;76.2;"G:maj";"G:(3,5)";"G:maj";"G:maj"
76.2;79.8;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
79.8;83.28;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
83.28;87.3;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
87.3;90.98;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
90.98;94.8;"C:min";"C:(b3,5)";"C:min";"C:min"
94.8;98.56;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
98.56;102.76;"C:min";"C:(b3,5)";"C:min";"C:min"
102.76;106.96;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
106.96;109.94;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
109.94;111.92;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
111.92;118.78;"G:min";"G:(b3,5)";"G:min";"G:min"
118.78;123.96;"G:maj";"G:(3,5)";"G:maj";"G:maj"
123.96;126.14;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
126.14;127.18;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
127.18;128.34;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
128.34;130.72;"G:maj";"G:(3,5)";"G:maj";"G:maj"
130.72;133.02;"G:maj";"G:(3,5)";"G:maj";"G:maj"
133.02;135.3;"E:min";"E:(b3,5)";"E:min";"E:min"
135.3;136.78;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
136.78;137.68;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
137.68;140.04;"G:maj";"G:(3,5)";"G:maj";"G:maj"
140.04;142.26;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
142.26;144.54;"G:maj";"G:(3,5)";"G:maj";"G:maj"
144.54;145.62;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
145.62;146.68;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
146.68;149.12;"G:maj";"G:(3,5)";"G:maj";"G:maj"
149.12;150.16;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
150.16;151.64;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
151.64;153.8;"G:maj";"G:(3,5)";"G:maj";"G:maj"
153.8;154.7;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
154.7;155.36;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
155.36;155.88;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
155.88;156.18;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
156.18;156.96;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
156.96;157.86;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
157.86;158.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
158.5;159.1;"C:min";"C:(b3,5)";"C:min";"C:min"
159.1;159.4;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
159.4;160;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
160;160.82;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
160.82;161.6;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
161.6;162.12;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
162.12;162.42;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
162.42;163.02;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
163.02;163.32;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
163.32;164.22;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
164.22;165.36;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
165.36;166.08;"G:min";"G:(b3,5)";"G:min";"G:min"
166.08;166.38;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
166.38;167.68;"G:min";"G:(b3,5)";"G:min";"G:min"
167.68;169.76;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
169.76;170.36;"G:min";"G:(b3,5)";"G:min";"G:min"
170.36;170.66;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
170.66;172.18;"G:min";"G:(b3,5)";"G:min";"G:min"
172.18;174.74;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
174.74;177.88;"G:min";"G:(b3,5)";"G:min";"G:min"
177.88;184.16;"G:maj";"G:(3,5)";"G:maj";"G:maj"
184.16;185.16;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
185.16;187.64;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
187.64;189.04;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
189.04;191.24;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
191.24;191.96;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
191.96;193.04;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
193.04;196.16;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
196.16;197.28;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
197.28;200.98;"G:maj";"G:(3,5)";"G:maj";"G:maj"
200.98;204.96;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
204.96;208.98;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
208.98;213.62;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
213.62;217.7;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
217.7;221.5;"C:min";"C:(b3,5)";"C:min";"C:min"
221.5;225.4;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
225.4;230.26;"C:min";"C:(b3,5)";"C:min";"C:min"
230.26;234.98;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
234.98;238.46;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
238.46;241.32;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
241.32;251.74;"G:min";"G:(b3,5)";"G:min";"G:min"
