start;end;shorthand;extended;majmin;majmin_inv
174.92;176.94;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
176.94;177.44;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
177.44;178.14;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
178.14;180.56;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
180.56;181.56;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
181.56;184.78;"G:maj";"G:(3,5)";"G:maj";"G:maj"
184.78;187.9;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
187.9;191.08;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
191.08;194.76;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
194.76;198.18;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
198.18;201.6;"C:min";"C:(b3,5)";"C:min";"C:min"
201.6;204.94;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
204.94;209.14;"C:min";"C:(b3,5)";"C:min";"C:min"
209.14;213.26;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
213.26;217;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
217;218.94;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
218.94;240.08;"G:min";"G:(b3,5)";"G:min";"G:min"
