start;end;shorthand;extended;majmin;majmin_inv
40.88;45.36;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
45.36;46.3;"G:min";"G:(b3,5)";"G:min";"G:min"
46.3;48.1;"D:maj";"D:(3,5)";"D:maj";"D:maj"
48.1;50.5;"G:min";"G:(b3,5)";"G:min";"G:min"
50.5;52.42;"A:7/C#";"A:(3,5,b7)/C#";"A:maj";"A:maj/C#"
52.42;56.06;"D:maj";"D:(3,5)";"D:maj";"D:maj"
56.06;57.92;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
57.92;58.82;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
58.82;59.74;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
59.74;60.64;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
60.64;61.6;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
61.6;62.42;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
62.42;63.24;"C:maj";"C:(3,5)";"C:maj";"C:maj"
63.24;63.84;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
63.84;64.14;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
64.14;64.58;"G:maj";"G:(3,5)";"G:maj";"G:maj"
64.58;66.8;"G:min";"G:(b3,5)";"G:min";"G:min"
66.8;70.36;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
70.36;71.34;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
71.34;73.7;"A:(3,b5,b7)/C#";"A:(3,b5,b7)/C#";"A:maj";"A:maj/C#"
73.7;76.96;"D:maj";"D:(3,5)";"D:maj";"D:maj"
76.96;78.74;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
78.74;79.66;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
79.66;80.62;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
80.62;81.54;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
81.54;82.46;"G:(3,b5,b7,b9)/C#";"G:(3,b5,b7,b9)/C#";"G:maj";"G:maj/C#"
82.46;83.34;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
83.34;84.24;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
84.24;85.16;"F:min";"F:(b3,5)";"F:min";"F:min"
85.16;86.14;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
86.14;86.96;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
86.96;87.86;"C:maj";"C:(3,5)";"C:maj";"C:maj"
87.86;88.76;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
88.76;89.42;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
89.42;91.1;"G:maj";"G:(3,5)";"G:maj";"G:maj"
91.1;101.22;"G:min";"G:(b3,5)";"G:min";"G:min"
