start;end;shorthand;extended;majmin;majmin_inv
190.1;193.62;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
193.62;197.32;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
197.32;201.28;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
201.28;205.1;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
205.1;208.72;"C:min";"C:(b3,5)";"C:min";"C:min"
208.72;212.26;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
212.26;215.88;"C:min";"C:(b3,5)";"C:min";"C:min"
215.88;219.98;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
219.98;223.04;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
223.04;225.1;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
225.1;249.94;"G:min";"G:(b3,5)";"G:min";"G:min"
