start;end;shorthand;extended;majmin;majmin_inv
40.04;40.34;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
40.34;40.78;"C:min";"C:(b3,5)";"C:min";"C:min"
40.78;45.16;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
45.16;46.02;"G:min";"G:(b3,5)";"G:min";"G:min"
46.02;47.72;"D:maj";"D:(3,5)";"D:maj";"D:maj"
47.72;52;"G:min";"G:(b3,5)";"G:min";"G:min"
52;52.38;"A:7/C#";"A:(3,5,b7)/C#";"A:maj";"A:maj/C#"
52.38;55.58;"D:maj";"D:(3,5)";"D:maj";"D:maj"
55.58;57.42;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
57.42;58.32;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
58.32;59.36;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
59.36;60.32;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
60.32;61.32;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
61.32;62.2;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
62.2;63.1;"C:maj";"C:(3,5)";"C:maj";"C:maj"
63.1;63.7;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
63.7;64;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
64;64.44;"G:maj";"G:(3,5)";"G:maj";"G:maj"
64.44;66.7;"G:min";"G:(b3,5)";"G:min";"G:min"
66.7;70.76;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
70.76;71.84;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
71.84;74.56;"A:(3,b5,b7)/C#";"A:(3,b5,b7)/C#";"A:maj";"A:maj/C#"
74.56;78;"D:maj";"D:(3,5)";"D:maj";"D:maj"
78;79.9;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
79.9;80.92;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
80.92;81.86;"A#:(3,5,b7,b9)";"A#:(3,5,b7,b9)";"A#:maj";"A#:maj"
81.86;82.98;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
82.98;83.9;"G:(3,b5,b7,b9)/C#";"G:(3,b5,b7,b9)/C#";"G:maj";"G:maj/C#"
83.9;85.06;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
85.06;86.1;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
86.1;87.06;"F:min";"F:(b3,5)";"F:min";"F:min"
87.06;88.04;"D#:(3,5,#6)";"D#:(3,5,#6)";"D#:maj";"D#:maj"
88.04;88.96;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
88.96;89.96;"C:maj";"C:(3,5)";"C:maj";"C:maj"
89.96;90.86;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
90.86;91.76;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
91.76;93.36;"G:maj";"G:(3,5)";"G:maj";"G:maj"
93.36;102.38;"G:min";"G:(b3,5)";"G:min";"G:min"
