start;end;shorthand;extended;majmin;majmin_inv
53.88;55.44;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
55.44;59.4;"G:min";"G:(b3,5)";"G:min";"G:min"
59.4;63.68;"G:maj";"G:(3,5)";"G:maj";"G:maj"
63.68;66.26;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
66.26;67.1;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
67.1;69.76;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
69.76;71.78;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
71.78;72.24;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
72.24;73.3;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
73.3;75.84;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
75.84;76.56;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
76.56;80.18;"G:maj";"G:(3,5)";"G:maj";"G:maj"
80.18;83.32;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
83.32;87.04;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
87.04;90.48;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
90.48;94.12;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
94.12;97.88;"C:min";"C:(b3,5)";"C:min";"C:min"
97.88;101.36;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
101.36;105.28;"C:min";"C:(b3,5)";"C:min";"C:min"
105.28;108.98;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
108.98;112.04;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
112.04;113.62;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
113.62;122.26;"G:min";"G:(b3,5)";"G:min";"G:min"
122.26;127.12;"G:maj";"G:(3,5)";"G:maj";"G:maj"
127.12;129.78;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
129.78;131.42;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
131.42;132.16;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
132.16;135.94;"G:maj";"G:(3,5)";"G:maj";"G:maj"
135.94;138.64;"G:maj";"G:(3,5)";"G:maj";"G:maj"
138.64;141.26;"E:min";"E:(b3,5)";"E:min";"E:min"
141.26;142.92;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
142.92;143.82;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
143.82;146.42;"G:maj";"G:(3,5)";"G:maj";"G:maj"
146.42;149.1;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
149.1;151.62;"G:maj";"G:(3,5)";"G:maj";"G:maj"
151.62;152.84;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
152.84;154.12;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
154.12;156.76;"G:maj";"G:(3,5)";"G:maj";"G:maj"
156.76;158.44;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
158.44;159.44;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
159.44;162.88;"G:maj";"G:(3,5)";"G:maj";"G:maj"
162.88;163.74;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
163.74;164.12;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
164.12;164.44;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
164.44;164.74;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
164.74;165.44;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
165.44;165.68;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
165.68;166.3;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
166.3;166.82;"C:min";"C:(b3,5)";"C:min";"C:min"
166.82;167.12;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
167.12;167.98;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
167.98;168.78;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
168.78;169.2;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
169.2;169.54;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
169.54;169.84;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
169.84;170.3;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
170.3;170.6;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
170.6;171.5;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
171.5;172.3;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
172.3;172.9;"G:min";"G:(b3,5)";"G:min";"G:min"
172.9;173.14;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
173.14;174.04;"G:min";"G:(b3,5)";"G:min";"G:min"
174.04;175.52;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
175.52;175.86;"G:min";"G:(b3,5)";"G:min";"G:min"
175.86;176;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
176;176.88;"G:min";"G:(b3,5)";"G:min";"G:min"
176.88;178.5;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
178.5;182.66;"G:min";"G:(b3,5)";"G:min";"G:min"
182.66;188.62;"G:maj";"G:(3,5)";"G:maj";"G:maj"
188.62;189.62;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
189.62;191.94;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
191.94;193.04;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
193.04;195.28;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
195.28;195.78;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
195.78;196.56;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
196.56;199.42;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
199.42;200.42;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
200.42;203.72;"G:maj";"G:(3,5)";"G:maj";"G:maj"
203.72;207.26;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
207.26;210.62;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
210.62;214.36;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
214.36;218.02;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
218.02;221.6;"C:min";"C:(b3,5)";"C:min";"C:min"
221.6;225.28;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
225.28;229.46;"C:min";"C:(b3,5)";"C:min";"C:min"
229.46;234.08;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
234.08;236.66;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
236.66;238.38;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
238.38;258.78;"G:min";"G:(b3,5)";"G:min";"G:min"
